"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta",0.308481435830755,0.305454125223341,0.300157131648652,10647.6,0.95,0.187432849280107,0.439149576879135,0.5,0.28,0.45,0.55,98.08,1.91,0.01
