"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta",0.308458646270231,0.306356582911531,0.303205201841957,10000,0.95,0.190683633340839,0.434978316370515,0.5,0.18,0.45,0.55,98.28,1.70999999999999,0.01
